hsa-let-7a-2-3p,LHFP
hsa-let-7a-2-3p,KCNB1
hsa-let-7a-2-3p,OLR1
hsa-let-7a-3p,E2F8
hsa-let-7a-5p,IGF2
hsa-let-7a-5p,SLC20A1
hsa-let-7a-5p,RRM2
hsa-let-7a-5p,UBAP2L
hsa-let-7a-5p,SKA3
hsa-let-7a-5p,SPATS2
hsa-let-7a-5p,SPTBN1
hsa-let-7a-5p,SMG7
hsa-let-7a-5p,UHRF1
hsa-let-7a-5p,RBFOX2
hsa-let-7a-5p,NAT8L
hsa-let-7a-5p,GABPB1
hsa-let-7a-5p,FIGN
hsa-let-7a-5p,TGFBR3
hsa-let-7a-5p,ECHDC1
hsa-let-7a-5p,RFC2
hsa-let-7a-5p,SLC19A3
hsa-let-7b-3p,E2F8
hsa-let-7b-5p,UHRF1
hsa-let-7b-5p,YAP1
hsa-let-7b-5p,RRM2
hsa-let-7b-5p,UBAP2L
hsa-let-7b-5p,LPL
hsa-let-7b-5p,UBE2I
hsa-let-7b-5p,KCTD12
hsa-let-7b-5p,RBFOX2
hsa-let-7b-5p,MAB21L1
hsa-let-7b-5p,SNRPE
hsa-let-7b-5p,L3MBTL4
hsa-let-7b-5p,NABP2
hsa-let-7b-5p,FEN1
hsa-let-7b-5p,NUSAP1
hsa-let-7b-5p,E2F7
hsa-let-7b-5p,ZNF106
hsa-let-7b-5p,IRS2
hsa-let-7b-5p,UTRN
hsa-let-7b-5p,SMG7
hsa-let-7b-5p,TMEM63B
hsa-let-7b-5p,SLC20A1
hsa-let-7b-5p,NAT8L
hsa-let-7b-5p,GABPB1
hsa-let-7b-5p,FIGN
hsa-let-7b-5p,TGFBR3
hsa-let-7b-5p,ECHDC1
hsa-let-7b-5p,RFC2
hsa-let-7b-5p,SLC19A3
hsa-let-7c*,NMNAT2
hsa-let-7c-3p,FOXO1
hsa-let-7c-3p,HNRNPA2B1
hsa-let-7c-3p,HNRNPU
hsa-let-7c-3p,ID4
hsa-let-7c-3p,FIGN
hsa-let-7c-3p,LHFP
hsa-let-7c-3p,SEC14L1
hsa-let-7c-3p,NECAB1
hsa-let-7c-3p,OLR1
hsa-let-7c-5p,SH3D19
hsa-let-7c-5p,RRM2
hsa-let-7c-5p,SLC20A1
hsa-let-7c-5p,NAT8L
hsa-let-7c-5p,GABPB1
hsa-let-7c-5p,RBFOX2
hsa-let-7c-5p,FIGN
hsa-let-7c-5p,TGFBR3
hsa-let-7c-5p,ECHDC1
hsa-let-7c-5p,RFC2
hsa-let-7c-5p,SLC19A3
hsa-let-7d-3p,LINC00598
hsa-let-7d-5p,TLE4
hsa-let-7d-5p,SLC20A1
hsa-let-7d-5p,RRM2
hsa-let-7d-5p,NAT8L
hsa-let-7d-5p,ZEB2
hsa-let-7d-5p,GABPB1
hsa-let-7d-5p,RBFOX2
hsa-let-7d-5p,FIGN
hsa-let-7d-5p,TGFBR3
hsa-let-7d-5p,ECHDC1
hsa-let-7d-5p,RFC2
hsa-let-7d-5p,SLC19A3
hsa-let-7e-3p,LINC00598
hsa-let-7e-5p,SPTBN1
hsa-let-7e-5p,UBAP2L
hsa-let-7e-5p,RUNX1T1
hsa-let-7e-5p,VAMP2
hsa-let-7e-5p,KIAA0355
hsa-let-7e-5p,IRS2
hsa-let-7e-5p,TCF4
hsa-let-7e-5p,IGF1
hsa-let-7e-5p,RRM2
hsa-let-7e-5p,SLC20A1
hsa-let-7e-5p,NAT8L
hsa-let-7e-5p,GABPB1
hsa-let-7e-5p,RBFOX2
hsa-let-7e-5p,FIGN
hsa-let-7e-5p,TGFBR3
hsa-let-7e-5p,ECHDC1
hsa-let-7e-5p,RFC2
hsa-let-7e-5p,SLC19A3
hsa-let-7f-1-3p,E2F8
hsa-let-7f-2-3p,HOXA9
hsa-let-7f-2-3p,E2F8
hsa-let-7f-2-3p,TGFBR2
hsa-let-7f-5p,UBAP2L
hsa-let-7f-5p,HNRNPA2B1
hsa-let-7f-5p,FZD4
hsa-let-7f-5p,RRM2
hsa-let-7f-5p,SLC20A1
hsa-let-7f-5p,NAT8L
hsa-let-7f-5p,GABPB1
hsa-let-7f-5p,RBFOX2
hsa-let-7f-5p,FIGN
hsa-let-7f-5p,TGFBR3
hsa-let-7f-5p,ECHDC1
hsa-let-7f-5p,RFC2
hsa-let-7f-5p,SLC19A3
hsa-let-7g-3p,LHFP
hsa-let-7g-3p,KCNB1
hsa-let-7g-3p,OLR1
hsa-let-7g-5p,FN1
hsa-let-7g-5p,RRM2
hsa-let-7g-5p,SLC20A1
hsa-let-7g-5p,NAT8L
hsa-let-7g-5p,GABPB1
hsa-let-7g-5p,RBFOX2
hsa-let-7g-5p,FIGN
hsa-let-7g-5p,TGFBR3
hsa-let-7g-5p,ECHDC1
hsa-let-7g-5p,RFC2
hsa-let-7g-5p,SLC19A3
hsa-let-7i-3p,MYOCD
hsa-let-7i-5p,KDM5B
hsa-let-7i-5p,RRM2
hsa-let-7i-5p,SLC20A1
hsa-let-7i-5p,NAT8L
hsa-let-7i-5p,IGF1
hsa-let-7i-5p,GABPB1
hsa-let-7i-5p,RBFOX2
hsa-let-7i-5p,FIGN
hsa-let-7i-5p,TGFBR3
hsa-let-7i-5p,ECHDC1
hsa-let-7i-5p,RFC2
hsa-let-7i-5p,SLC19A3
hsa-miR-100-3p,MRPL3
hsa-miR-100-3p,PACSIN1
hsa-miR-100-3p,ZHX3
hsa-miR-100-5p,NDE1
hsa-miR-100-5p,NFIA
hsa-miR-100-5p,RRM2
hsa-miR-100-5p,RB1
hsa-miR-100-5p,KANK1
hsa-miR-100-5p,IGF2
hsa-miR-101-3p,TGFBR3
hsa-miR-101-3p,MRPL42
hsa-miR-101-3p,KIF2C
hsa-miR-101-3p,JUN
hsa-miR-101-3p,LMNB1
hsa-miR-101-3p,HOXA9
hsa-miR-101-3p,GPAM
hsa-miR-101-3p,LRCH2
hsa-miR-101-3p,LIFR
hsa-miR-101-3p,FBXW7
hsa-miR-101-3p,ZEB1
hsa-miR-101-3p,KLF6
hsa-miR-101-3p,ZEB2
hsa-miR-101-3p,FGF2
hsa-miR-101-3p,RMI1
hsa-miR-101-3p,TGFBR2
hsa-miR-101-3p,RRM2
hsa-miR-101-3p,NACC1
hsa-miR-101-3p,HNRNPAB
hsa-miR-101-5p,TXNIP
hsa-miR-103a-2-5p,NFAT5
hsa-miR-103a-2-5p,LIFR
hsa-miR-103a-2-5p,NODAL
hsa-miR-103a-2-5p,GPR146
hsa-miR-103a-3p,GPD1
hsa-miR-103a-3p,KLF4
hsa-miR-103a-3p,SPATS2
hsa-miR-103a-3p,TMEM100
hsa-miR-103a-3p,HNRNPA2B1
hsa-miR-103a-3p,RIMS3
hsa-miR-103a-3p,NDEL1
hsa-miR-103a-3p,SRSF1
hsa-miR-103a-3p,TLE4
hsa-miR-103a-3p,HOXA3
hsa-miR-103a-3p,GABARAPL1
hsa-miR-103a-3p,SAV1
hsa-miR-103a-3p,RUNX1T1
hsa-miR-103a-3p,FGF2
hsa-miR-103a-3p,PAGR1
hsa-miR-103a-3p,TMEM255A
hsa-miR-103a-3p,E2F7
hsa-miR-103a-3p,FBXW7
hsa-miR-103a-3p,TK1
hsa-miR-103a-3p,SNTB2
hsa-miR-103a-3p,VCAN
hsa-miR-103a-3p,SEMA6A
hsa-miR-103a-3p,KIF23
hsa-miR-103a-3p,NFIA
hsa-miR-103a-3p,TBRG1
hsa-miR-103a-3p,TGFBR3
hsa-miR-103a-3p,GPRC5A
hsa-miR-103b,SPG20
hsa-miR-103b,TMEM245
hsa-miR-103b,C1orf43
hsa-miR-103b,SRP9
hsa-miR-103b,SAE1
hsa-miR-105-5p,TK1
hsa-miR-106a-3p,RBFOX2
hsa-miR-106a-3p,PALM2-AKAP2
hsa-miR-106a-3p,RFC2
hsa-miR-106a-3p,MYH11
hsa-miR-106a-3p,SNTB2
hsa-miR-106a-3p,KIAA1456
hsa-miR-106a-5p,RB1
hsa-miR-106a-5p,TGFBR2
hsa-miR-106a-5p,SIRPA
hsa-miR-106a-5p,GID4
hsa-miR-106a-5p,RRM2
hsa-miR-106a-5p,TIMM17A
hsa-miR-106a-5p,TXNIP
hsa-miR-106a-5p,NFAT5
hsa-miR-106a-5p,ZC3H12C
hsa-miR-106a-5p,SLC25A44
hsa-miR-106a-5p,NFIB
hsa-miR-106a-5p,KLF6
hsa-miR-106a-5p,HMGB3
hsa-miR-106a-5p,ZBTB4
hsa-miR-106a-5p,KIF23
hsa-miR-106a-5p,KIAA0101
hsa-miR-106a-5p,GABPB1
hsa-miR-106a-5p,KCNMB1
hsa-miR-106a-5p,TMEM100
hsa-miR-106a-5p,TCF7L2
hsa-miR-106a-5p,KCNB1
hsa-miR-106a-5p,SNAP47
hsa-miR-106a-5p,LINC00598
hsa-miR-106a-5p,SERINC1
hsa-miR-106b-3p,FOXO1
hsa-miR-106b-3p,STAT5B
